Booking_Lead_Time,Fare_Class,Seats_Available,Seats_Booked,Competitor_Price,Fuel_Price,Public_Holiday,Weather_Impact
122,2,240,89,790,3.46,0,0
136,1,279,148,6,2.7,0,0
255,1,383,311,912,3.46,1,3
324,1,330,241,858,2.09,0,0
203,1,204,53,239,1.33,0,0
14,1,195,123,107,3.36,0,0
19,1,385,330,923,1.3,0,2
75,1,362,91,682,0.56,0,3
350,1,188,73,901,2.47,0,0
220,1,302,62,30,1.53,0,0
74,1,258,257,789,2.04,0,2
132,2,244,237,860,2.48,0,0
1,1,399,349,616,1.23,0,0
63,0,218,196,696,1.99,0,0
175,1,355,347,1051,2.99,0,2
135,1,119,99,-23,3.06,0,0
318,0,270,145,863,3.32,1,0
164,1,388,251,237,2.3,1,0
126,1,246,91,70,2.15,0,0
163,1,323,268,1182,2.96,0,0
119,1,376,244,294,3.43,0,1
285,1,305,193,890,0.71,0,3
145,1,382,252,337,0.8,0,2
233,2,139,59,852,1.94,0,3
174,1,182,93,365,1.26,1,0
224,1,341,166,1044,3.23,0,0
163,0,100,51,880,2.78,0,0
203,0,253,77,605,0.89,0,0
90,1,147,124,264,1.81,0,0
269,1,118,73,838,3.1,0,1
226,1,321,241,852,2.63,0,0
206,1,371,219,1193,1.19,0,0
332,0,202,82,914,2.36,0,0
54,1,176,168,473,2.29,0,3
62,1,359,191,569,0.93,0,0
13,1,177,143,501,3.09,0,0
12,1,248,168,983,1.13,0,0
315,0,181,147,319,2.45,0,0
363,1,193,84,504,0.8,0,0
14,0,371,131,429,2.16,1,1
255,1,280,66,1123,0.94,0,0
115,1,321,136,741,1.02,0,0
118,1,248,226,750,1.8,0,0
75,2,185,93,648,1.44,0,1
328,2,188,114,1210,1.69,0,0
44,1,171,164,558,0.76,0,1
48,1,158,69,499,2.68,0,0
170,1,259,205,834,1.35,0,0
175,1,364,259,951,3.09,0,0
146,0,294,78,346,2.63,1,3
8,1,105,102,865,2.99,0,2
157,0,274,182,88,1.11,0,2
281,1,155,56,155,1.74,0,0
213,0,353,332,973,2.36,0,0
153,0,229,212,340,1.06,0,0
121,1,296,189,440,0.62,0,0
169,1,205,105,1156,2.96,0,0
290,1,139,59,859,2.02,0,0
103,1,279,272,980,3.46,0,0
273,2,169,137,244,2.83,1,0
162,2,265,233,652,2.61,0,0
30,1,209,116,700,3.07,0,0
103,1,215,169,610,1.01,0,3
46,1,253,126,482,2.88,1,2
221,0,352,236,277,2.12,0,0
33,1,251,65,984,2.98,0,0
250,1,369,156,1039,1.9,0,1
25,1,354,261,67,1.0,0,2
247,1,296,134,94,3.25,0,0
238,1,258,205,904,0.79,0,0
264,1,128,76,258,3.08,0,0
117,1,220,168,360,3.13,1,3
50,1,277,150,1155,2.36,0,0
361,1,183,58,425,1.5,0,1
281,1,200,123,557,0.61,0,0
91,1,371,224,1098,3.41,0,2
108,1,326,134,1083,3.13,0,0
76,1,336,242,367,0.76,0,0
196,2,279,141,592,2.75,0,0
1,1,186,182,484,1.45,0,0
220,1,315,104,1043,1.4,0,0
5,1,363,339,1079,3.09,0,0
37,1,126,108,141,1.32,1,0
282,1,177,155,-11,2.56,0,0
63,1,218,142,197,1.54,0,2
77,1,334,187,585,2.25,0,1
232,0,377,366,553,1.62,0,0
223,2,396,126,501,2.5,0,0
251,1,198,86,783,2.71,0,0
124,1,300,74,121,0.89,1,2
226,1,224,209,867,1.41,0,3
156,1,392,250,1071,1.77,1,0
189,0,386,338,876,2.11,0,1
260,1,303,230,929,0.53,1,2
311,0,252,198,479,1.23,0,0
277,1,136,116,664,2.88,0,0
312,0,114,59,325,2.35,0,0
289,1,361,94,1018,2.46,0,2
282,1,331,330,237,0.83,0,0
242,1,151,132,107,2.91,1,2
73,1,303,240,217,1.71,1,2
121,1,144,109,1213,2.83,0,1
121,1,299,208,499,0.94,0,2
53,1,373,198,382,1.09,0,2
328,0,258,149,169,0.6,0,0
11,1,248,245,337,2.67,0,0
177,0,394,93,275,2.65,0,0
7,0,224,91,842,1.65,1,0
60,1,350,243,150,3.16,0,2
322,1,298,175,378,1.82,0,0
309,0,151,99,1049,0.99,1,0
77,0,159,70,416,2.98,0,0
300,1,214,149,353,2.78,0,0
170,1,262,138,938,1.99,0,0
136,0,232,152,364,0.78,1,0
310,1,357,231,365,0.75,0,0
47,1,191,129,704,2.0,0,0
120,1,247,97,743,2.53,0,2
344,1,227,218,369,0.83,0,0
103,1,342,50,149,2.55,0,0
249,2,321,257,156,2.46,0,0
303,1,265,126,738,2.36,0,2
81,1,249,108,1124,3.16,0,0
135,1,390,127,397,1.69,0,0
241,1,126,87,661,3.37,0,0
58,1,348,87,925,0.92,0,3
53,1,399,233,617,1.48,1,0
263,1,378,69,1138,2.48,0,0
316,1,386,155,40,2.12,0,2
125,1,328,78,831,0.86,1,0
197,1,131,52,477,1.13,0,0
362,1,268,178,320,0.82,0,0
263,0,293,129,1108,2.37,0,0
233,1,314,98,494,0.59,0,0
116,0,257,127,358,3.16,1,2
335,1,385,122,723,0.91,0,2
71,1,207,167,209,2.11,0,0
296,1,223,206,553,0.71,0,0
361,1,202,163,138,0.98,0,0
79,1,328,136,416,1.49,1,0
181,1,314,209,225,1.25,0,0
33,1,363,253,-7,0.65,1,0
251,0,202,73,250,2.39,0,0
61,2,139,94,172,3.42,0,1
59,1,192,130,1110,1.09,0,0
120,1,394,122,683,1.3,1,2
134,0,246,244,697,0.51,0,0
327,2,113,59,164,3.05,0,0
190,1,290,182,405,2.18,1,2
219,0,328,210,662,1.55,0,0
1,1,375,304,933,2.11,0,2
278,2,329,172,1015,2.99,0,2
355,2,242,132,830,2.13,0,0
121,1,300,174,241,0.6,0,0
43,0,130,83,629,2.08,0,0
111,1,322,259,918,2.27,0,1
170,1,217,159,249,2.96,0,0
200,1,195,139,616,2.05,0,0
278,1,110,86,558,0.6,0,0
282,1,253,91,247,1.73,1,3
305,0,396,135,75,2.47,0,0
335,1,134,65,1021,3.08,0,0
93,0,368,339,773,2.51,0,3
54,1,381,110,347,2.26,1,0
30,1,330,102,944,2.85,0,3
315,1,233,65,288,2.81,0,0
134,1,186,160,583,2.16,0,0
336,1,398,317,351,1.34,0,2
72,0,343,185,824,1.86,0,0
196,1,350,114,149,1.59,0,0
283,1,145,141,110,2.15,0,0
99,1,268,253,383,2.56,0,0
364,1,308,218,212,0.54,0,0
101,1,322,154,898,1.44,0,0
205,0,322,304,666,2.05,0,0
24,1,184,68,177,1.56,1,0
344,1,327,181,795,1.23,0,0
145,1,174,82,874,3.09,0,0
107,1,101,80,242,2.4,0,3
318,1,309,96,1213,0.67,0,0
79,1,357,118,347,1.1,0,0
283,1,167,122,1118,2.54,0,0
231,1,320,252,1000,3.01,0,0
188,1,394,108,555,2.96,1,0
164,1,198,86,751,2.24,0,0
145,0,116,114,1161,1.68,0,0
134,1,204,107,782,2.5,0,1
302,1,275,147,259,1.28,0,0
39,1,213,176,523,1.25,0,0
134,0,287,63,990,3.41,0,0
39,0,369,65,687,2.85,0,0
243,0,256,219,394,1.88,0,0
36,1,350,223,981,3.34,0,3
324,1,266,216,693,1.42,0,0
52,1,177,176,847,1.03,0,1
88,1,356,312,525,1.71,0,2
247,2,233,79,305,2.96,0,3
22,2,367,347,529,3.49,0,0
278,1,152,126,609,1.69,0,2
119,0,391,59,348,2.35,0,0
80,1,269,234,171,2.26,0,0
75,0,280,150,501,1.03,0,0
12,1,122,72,700,3.44,0,0
265,1,368,325,145,0.59,1,0
226,2,238,202,404,1.51,0,0
177,1,105,63,389,1.37,0,0
226,1,175,57,114,0.88,1,0
64,1,359,115,334,3.12,0,0
159,1,173,120,124,0.53,0,0
256,1,132,116,286,1.68,0,0
34,0,115,94,482,2.72,0,0
189,1,226,220,1184,2.19,0,2
177,2,190,107,250,1.45,0,0
64,0,398,233,477,2.38,0,0
249,0,309,273,1196,1.2,0,0
260,1,208,93,1004,1.9,0,0
82,1,336,61,686,1.19,0,0
6,0,298,248,994,2.3,0,3
278,1,203,55,515,1.35,0,0
187,0,336,315,-46,1.32,0,0
306,1,334,124,814,2.42,0,1
118,1,264,226,339,0.58,0,3
263,1,122,101,682,1.65,0,0
241,0,361,191,894,2.88,0,0
75,1,174,122,1133,1.82,0,0
123,1,110,98,1085,2.58,1,0
213,1,322,306,726,1.66,0,0
139,0,127,66,114,1.95,0,3
250,0,298,134,74,1.93,0,0
64,1,347,171,602,2.66,0,0
142,1,152,150,122,0.56,0,2
354,1,263,197,609,0.84,0,3
362,1,375,332,800,3.37,0,0
265,1,209,78,568,1.76,0,0
312,1,387,107,700,2.95,0,0
180,1,146,81,864,2.91,0,0
41,1,375,295,1049,1.64,0,0
331,1,332,306,889,2.97,1,3
196,1,366,294,255,0.65,0,0
283,1,120,70,611,2.49,0,0
142,2,103,86,823,1.56,0,0
28,2,357,149,716,0.95,0,1
173,1,299,191,868,0.62,1,0
344,1,180,148,454,2.29,1,0
278,2,177,122,512,2.76,0,0
34,2,268,215,1004,1.33,0,0
42,1,286,207,425,2.97,0,1
49,0,319,143,190,2.73,0,3
26,1,373,121,260,1.71,0,0
128,1,359,188,878,0.64,0,2
34,1,371,113,464,2.62,0,0
148,1,257,164,1048,0.88,0,0
284,1,196,129,982,1.11,0,0
281,2,160,139,952,2.86,0,0
317,1,199,95,737,2.08,0,0
64,1,380,327,319,2.79,0,0
134,1,261,219,1006,2.59,0,2
339,2,319,142,1012,2.57,0,0
108,1,158,79,144,1.61,0,0
325,1,391,285,542,1.9,1,0
306,1,263,213,553,1.75,0,0
228,1,110,50,736,1.09,0,2
175,2,371,113,1062,1.42,0,2
249,2,389,360,993,2.83,0,0
204,1,373,355,3,2.52,0,0
282,1,238,204,361,1.94,0,2
217,0,350,184,405,2.19,1,0
344,1,100,74,170,3.03,0,0
364,1,191,165,371,1.58,0,2
16,1,250,175,-10,1.08,0,2
3,1,127,114,564,3.32,0,0
264,1,190,74,53,3.21,0,0
262,1,367,291,428,2.2,0,0
295,1,177,118,1052,1.75,0,2
342,1,244,168,1221,2.57,0,0
140,1,285,85,975,1.15,0,0
114,1,186,144,944,3.08,0,0
269,0,249,83,809,3.06,0,0
257,1,299,235,321,3.13,0,0
69,1,116,85,993,3.49,1,0
190,1,335,232,299,0.52,0,0
22,1,272,94,33,3.01,0,0
122,1,111,50,307,0.65,0,0
57,1,157,71,433,2.46,0,3
59,1,137,86,1009,1.65,0,0
232,1,182,150,446,3.09,0,3
91,0,272,265,768,2.57,0,0
233,1,312,204,172,2.34,0,0
206,1,261,247,173,0.61,1,0
273,2,208,107,914,2.67,0,2
8,1,297,143,996,1.26,1,0
87,1,285,134,629,0.9,1,0
320,1,385,147,874,0.65,0,0
285,1,250,219,736,2.71,0,0
253,1,119,76,118,2.41,0,0
34,0,124,99,194,2.26,0,3
99,2,246,212,516,2.87,1,2
105,1,323,195,3,2.8,0,0
207,1,393,141,599,2.03,0,0
41,1,317,245,927,2.76,0,0
137,1,121,109,916,3.04,0,0
134,2,386,342,287,1.77,0,2
331,1,395,84,429,2.64,0,2
250,1,257,131,389,1.45,1,0
100,1,282,143,619,2.88,0,0
84,1,168,136,957,3.27,0,0
36,1,190,81,997,1.53,0,0
123,1,263,197,383,1.14,0,0
293,1,206,60,977,1.48,0,0
289,0,310,228,307,2.83,0,0
276,0,184,97,384,0.56,0,0
296,1,366,191,445,1.48,0,0
175,2,299,92,248,2.62,0,0
157,0,365,242,641,3.31,0,0
157,2,324,185,813,3.29,0,2
56,1,218,155,890,1.72,1,0
48,1,244,134,498,2.7,1,0
221,1,257,202,324,0.7,0,0
189,1,244,117,935,2.58,1,0
319,2,370,230,483,2.92,1,0
286,1,186,108,927,2.22,0,0
306,1,248,86,805,1.14,0,2
283,0,224,213,115,0.64,0,3
252,1,145,89,42,1.21,0,0
170,2,276,264,417,2.97,0,1
47,1,164,129,477,1.52,0,2
317,1,122,116,1157,3.21,0,2
293,1,330,224,306,3.45,0,0
327,1,365,270,653,0.51,0,0
94,2,241,237,-34,0.55,0,0
260,0,208,138,593,2.63,0,0
319,1,314,116,440,2.36,0,3
226,1,104,67,188,0.81,1,0
263,1,383,195,781,1.01,0,0
200,1,142,66,599,1.54,0,0
68,2,397,143,971,2.49,0,0
363,1,149,81,564,2.35,0,0
150,0,391,193,801,2.42,0,0
2,0,291,275,145,2.1,0,0
187,1,262,137,553,1.92,0,2
207,1,327,55,673,2.67,0,0
346,1,159,72,868,1.9,0,2
124,1,200,51,934,0.99,0,0
292,1,362,278,1025,0.92,0,0
47,2,354,62,205,1.38,0,3
31,1,353,107,601,2.86,1,0
13,1,382,240,698,2.84,0,0
335,1,140,69,295,1.8,0,0
96,1,326,62,651,2.57,1,0
201,1,339,273,598,2.04,0,3
34,1,108,67,248,2.26,1,3
44,1,353,342,371,2.63,0,2
121,1,156,89,213,3.45,0,0
223,1,203,109,353,2.37,0,2
156,1,340,133,142,3.23,1,0
161,1,243,63,582,3.03,0,0
90,0,132,125,801,0.71,0,3
14,1,360,335,820,1.38,0,2
82,1,121,119,801,1.58,1,0
248,1,210,63,304,1.3,0,2
161,1,135,66,198,2.58,0,0
209,2,172,66,699,2.2,1,2
56,1,180,85,2,2.14,0,0
29,1,262,172,528,2.5,0,0
198,1,172,171,273,1.34,0,3
133,1,321,299,204,1.85,0,0
188,1,160,128,82,2.85,1,0
7,1,211,191,978,1.49,0,0
80,1,246,231,114,0.68,1,0
33,1,134,130,297,3.12,0,0
58,1,184,103,641,1.7,0,0
252,2,130,55,1203,0.53,0,2
99,1,164,93,1044,3.41,0,0
283,1,347,118,696,1.65,0,0
118,2,177,165,910,1.88,0,0
189,0,368,293,167,1.26,0,0
152,1,108,72,388,0.89,1,0
85,2,226,190,628,1.28,0,0
158,1,316,258,135,3.18,0,0
100,1,390,131,494,2.41,0,2
172,0,189,154,178,1.61,0,0
12,0,301,256,1150,2.01,0,2
3,2,320,306,233,1.44,0,2
226,1,354,316,248,2.94,0,3
160,2,199,183,1079,1.23,0,0
148,1,399,354,1122,1.88,0,0
92,1,349,240,1010,2.84,0,2
135,1,206,131,780,1.04,1,0
332,1,340,274,878,0.65,0,3
61,1,341,186,582,0.56,1,0
229,1,172,112,389,1.04,0,3
163,1,356,222,582,1.42,0,0
25,1,229,165,52,0.66,0,0
83,1,268,217,379,0.91,0,3
266,2,154,98,1243,2.52,0,3
143,1,187,163,175,1.44,0,0
286,1,321,242,634,2.09,1,1
214,2,184,134,516,2.04,0,2
109,0,353,83,555,2.61,0,0
236,1,139,71,1140,1.76,1,2
59,1,206,201,508,3.4,0,0
132,1,113,63,149,1.4,0,3
328,1,302,261,853,1.59,0,0
236,1,176,158,251,0.72,0,0
315,0,194,150,87,2.85,0,2
189,0,298,211,754,1.57,0,0
211,0,245,178,262,2.03,0,0
188,1,216,54,681,2.01,0,0
150,1,212,180,357,2.74,0,0
151,1,383,101,331,3.01,0,0
115,1,360,59,284,1.13,1,0
310,0,285,146,114,1.65,0,0
197,1,164,141,554,2.35,0,2
179,1,317,254,761,1.92,1,0
23,0,339,295,468,1.83,0,2
243,0,133,105,503,0.55,0,3
298,1,299,88,704,1.78,0,0
302,1,307,244,935,2.85,0,0
262,1,395,375,497,1.45,1,0
331,0,303,161,541,2.88,0,2
288,0,157,93,884,0.6,0,0
284,1,139,119,743,1.48,1,0
208,1,380,118,12,1.64,1,2
311,0,340,324,408,2.94,0,0
114,0,116,88,997,2.72,0,0
325,1,330,136,526,3.49,0,0
140,0,101,85,400,3.42,1,0
46,0,188,89,532,2.67,0,0
165,0,209,92,851,3.32,0,0
102,2,312,135,246,1.07,0,2
274,0,352,149,772,2.38,0,2
333,1,217,96,409,0.86,0,0
209,1,328,171,854,1.48,0,3
198,1,340,271,938,1.66,0,0
163,1,252,220,59,2.65,0,1
44,1,164,58,1134,1.05,0,0
319,2,123,100,554,1.08,0,0
27,1,393,267,676,0.89,0,3
47,2,246,146,106,3.03,0,0
328,1,304,50,611,1.24,1,0
289,1,238,224,434,3.1,0,1
346,1,250,163,223,0.56,0,0
47,1,112,109,755,3.34,0,0
27,1,171,52,56,3.13,0,2
270,2,120,75,230,3.43,0,2
182,1,197,85,297,2.75,0,0
196,1,117,53,671,1.98,0,3
110,1,152,100,692,1.01,0,1
78,1,335,198,734,0.68,0,0
3,1,153,100,864,1.06,0,2
253,1,201,109,827,2.4,0,0
329,0,214,52,721,1.04,0,0
160,1,174,52,1082,1.39,0,3
109,0,164,55,400,2.39,0,3
242,1,264,119,368,2.38,0,0
95,1,371,363,679,3.32,0,0
255,0,217,161,319,2.37,1,0
126,1,367,300,566,3.06,0,0
22,1,349,134,123,2.63,0,0
103,1,252,217,259,1.33,0,0
139,1,277,181,1054,0.85,0,0
212,1,354,243,777,1.58,1,0
20,1,347,169,576,1.88,0,0
89,1,360,333,870,1.22,0,0
355,1,376,215,791,1.85,1,0
39,1,192,166,717,0.8,0,0
1,1,265,212,145,2.68,0,0
29,0,293,257,129,1.47,0,1
122,0,132,96,562,1.85,0,3
254,1,153,105,1048,3.12,0,0
253,1,289,254,437,0.54,0,0
89,1,356,326,1125,0.87,0,0
17,1,107,78,164,3.42,0,0
69,1,154,73,1186,1.37,0,1
216,2,328,174,157,0.89,0,0
341,1,135,55,900,2.14,0,3
240,0,335,187,509,1.79,0,0
245,0,314,175,635,2.23,0,1
274,1,216,86,1073,1.5,1,3
61,1,223,192,1117,0.6,0,0
303,2,396,149,188,2.96,1,0
90,1,220,191,154,2.67,0,3
35,1,253,103,774,2.06,0,0
234,0,143,136,154,0.8,0,0
208,0,251,137,888,0.9,0,0
283,1,175,121,391,2.32,1,1
279,0,305,283,447,0.74,0,0
200,1,123,103,246,1.22,0,0
113,1,239,181,702,2.02,0,3
344,1,190,170,762,1.82,0,1
71,1,362,109,549,1.26,0,0
332,1,361,117,197,2.37,0,1
22,2,259,174,874,3.25,1,0
90,1,236,186,1131,2.82,0,0
86,0,252,197,210,1.17,1,0
356,0,158,94,680,1.34,0,3
51,1,330,57,134,1.76,0,0
72,1,313,177,912,2.28,1,3
229,1,364,219,1038,2.64,0,2
210,1,237,176,223,2.65,0,0
264,1,270,51,993,1.38,0,0
27,1,379,268,929,2.87,0,0
177,0,208,72,918,1.45,0,2
164,1,102,95,1081,0.64,0,0
268,1,219,139,617,2.75,0,3
236,1,305,132,838,1.35,0,0
338,1,202,157,780,3.16,0,2
360,2,377,59,1056,2.33,0,0
205,1,198,179,528,1.57,0,0
235,0,399,66,764,2.76,0,0
179,0,318,98,307,1.03,0,0
195,1,246,160,115,1.66,0,0
342,0,382,154,258,2.81,0,0
163,1,102,64,796,3.24,0,0
86,1,196,60,510,2.96,0,0
320,1,159,64,894,2.87,1,0
295,0,201,136,1023,1.55,0,0
333,1,218,71,674,3.49,1,0
62,0,317,275,134,0.54,0,0
109,0,379,170,1244,3.18,1,3
349,1,319,101,252,1.49,0,2
32,1,145,121,431,1.03,1,0
279,1,220,192,364,1.42,0,0
364,1,161,94,1073,0.9,0,0
2,1,278,83,494,0.97,0,0
178,0,121,95,555,0.98,0,0
65,0,385,262,0,1.92,1,0
235,1,215,78,1024,1.4,0,0
97,1,248,65,1116,1.22,0,0
200,1,245,136,278,3.48,0,2
138,1,322,98,890,2.68,0,0
19,1,360,275,427,2.72,0,0
244,1,331,93,99,3.03,0,3
314,2,162,97,548,1.97,1,0
312,1,178,79,640,3.31,0,2
343,1,284,195,1142,1.13,0,3
167,1,261,208,1013,1.96,0,0
314,1,280,105,480,2.16,0,0
31,1,163,79,1222,1.11,0,0
85,1,164,109,682,1.43,0,2
183,1,216,65,762,0.51,0,0
87,2,112,97,434,3.07,0,0
73,1,102,69,123,3.34,0,3
158,1,154,105,968,3.24,0,0
106,1,207,197,356,2.32,0,0
169,2,177,56,733,2.68,0,0
243,1,172,115,680,0.6,0,0
9,1,302,107,1008,1.54,1,0
341,1,146,65,928,2.55,0,0
296,1,114,80,812,0.87,0,3
126,1,103,83,890,3.48,1,0
253,1,395,89,595,2.47,0,3
341,1,266,111,957,2.52,0,0
147,0,386,351,86,3.37,0,2
155,1,300,263,1108,1.59,1,2
163,0,103,65,159,2.96,1,3
283,1,268,80,948,2.56,0,0
87,2,357,137,334,1.07,0,1
108,0,139,119,269,1.44,0,2
2,1,390,248,462,2.65,0,3
161,1,353,80,638,2.05,0,0
222,1,344,184,623,3.05,0,0
97,1,349,64,779,3.07,0,3
164,0,256,82,1152,1.24,1,0
160,1,179,178,408,2.67,0,2
274,0,271,162,533,1.78,0,0
179,0,336,254,461,3.46,0,0
356,1,353,346,945,2.33,0,2
292,1,129,95,160,1.25,0,0
210,1,254,213,774,2.1,0,0
174,1,304,243,926,1.69,1,1
77,1,386,193,263,0.68,0,0
210,1,244,92,861,1.54,0,0
86,1,342,71,496,0.63,0,2
147,1,121,101,489,1.29,0,0
234,0,359,256,746,3.04,0,0
127,0,186,59,224,2.56,0,1
46,1,300,71,1195,1.28,0,0
5,1,240,122,1124,0.85,0,0
288,0,364,152,984,2.62,0,0
302,1,137,115,994,2.23,0,3
218,1,206,139,416,1.48,0,0
67,0,160,149,163,3.07,0,0
71,1,386,328,250,1.92,0,3
82,0,251,62,358,2.67,0,0
332,2,233,151,1134,0.77,0,0
11,1,326,165,493,2.06,0,0
289,1,371,210,918,1.48,0,0
170,1,257,71,760,3.01,0,3
55,1,309,103,900,0.69,0,0
341,1,168,111,575,2.84,0,0
226,1,193,168,1126,1.01,0,0
110,1,379,258,1151,3.42,0,0
270,1,331,326,185,1.39,0,0
124,0,312,227,856,1.9,0,1
138,1,183,102,630,1.1,0,0
227,0,327,113,876,1.46,1,3
141,1,344,65,714,3.42,0,0
149,1,334,80,1166,3.19,1,0
340,0,163,67,805,2.14,1,1
21,1,314,272,595,2.54,0,0
77,1,194,141,469,2.31,0,0
323,1,177,51,606,1.93,0,0
15,2,106,87,232,2.39,1,0
15,1,354,227,142,2.15,0,1
134,2,244,71,894,0.68,1,2
70,1,118,92,740,1.15,0,0
261,0,295,246,1005,1.6,0,0
309,1,255,197,244,1.81,0,2
284,1,278,180,1075,1.03,0,0
361,1,336,208,1016,3.37,0,2
139,1,338,147,155,1.78,0,0
265,0,245,112,169,3.42,0,0
200,1,183,133,854,1.73,0,3
142,1,128,102,1004,0.58,0,0
85,0,254,195,976,2.29,0,2
233,1,260,176,357,0.57,0,0
315,1,120,52,103,1.29,0,3
113,0,308,299,1056,0.72,0,2
332,0,278,224,672,1.86,0,2
153,0,272,172,1009,2.31,0,3
338,0,205,63,891,0.85,0,3
125,2,216,184,1019,3.26,0,0
242,1,285,126,210,2.29,0,0
346,1,107,104,990,3.43,0,2
79,1,262,58,338,3.44,0,0
240,1,383,287,132,1.86,0,3
296,0,364,55,534,1.51,0,0
196,1,273,104,724,3.34,0,3
20,1,277,124,718,3.08,0,0
80,0,216,164,224,0.58,0,0
131,1,143,59,760,0.71,0,3
337,1,215,65,279,1.59,0,2
313,0,330,96,503,3.0,0,2
134,1,235,155,566,2.09,0,3
266,1,373,116,1141,1.07,0,0
211,1,296,258,1,1.72,1,0
239,1,218,121,1031,1.57,0,0
26,1,154,112,1013,1.88,0,2
297,2,215,106,1016,3.24,0,2
210,0,145,63,531,2.04,1,3
205,1,365,89,477,0.64,0,2
23,1,214,155,824,2.39,0,0
41,1,208,101,904,3.01,0,0
40,1,260,182,719,2.96,0,0
176,0,262,86,1145,2.72,0,3
36,1,330,156,801,2.84,0,3
186,1,127,66,848,1.55,0,0
241,1,270,164,710,1.56,0,0
226,0,141,93,419,1.3,0,0
50,1,161,110,625,2.61,1,0
78,1,397,56,248,2.42,0,0
15,1,116,65,125,1.29,0,3
345,2,328,201,363,1.96,0,0
224,2,390,386,560,3.31,0,2
334,0,189,140,609,1.24,0,1
134,1,181,93,539,2.54,0,1
37,2,365,96,62,2.25,0,3
171,2,153,66,199,1.13,0,3
311,0,316,213,257,2.73,0,0
77,2,286,85,731,1.92,0,0
51,1,352,117,1197,2.61,1,3
184,1,234,82,640,1.99,0,0
166,0,250,230,746,2.89,0,2
46,1,182,132,187,1.06,0,3
132,1,294,170,959,1.49,0,0
25,1,113,98,765,0.62,0,0
152,0,285,237,1157,3.12,0,0
172,0,349,117,-35,3.28,0,0
57,1,342,146,764,1.17,0,3
97,1,279,251,387,2.61,0,2
253,1,345,260,572,3.03,0,3
359,1,275,78,649,3.5,0,0
291,1,114,96,553,1.56,0,0
263,2,268,220,825,1.61,0,0
296,1,341,281,804,3.07,0,0
234,1,141,112,618,3.32,0,0
358,0,216,99,675,1.3,0,0
350,1,127,125,519,0.89,0,2
152,1,231,160,185,3.0,1,0
90,1,220,175,1053,0.83,0,3
47,1,186,63,1042,2.26,0,0
140,0,174,165,198,1.46,1,3
248,1,387,342,223,1.64,0,0
19,0,215,53,1088,1.84,0,2
162,1,371,208,1172,2.65,0,1
1,1,316,171,441,2.75,0,0
128,0,284,56,358,2.66,0,0
18,1,267,52,565,2.25,0,0
122,1,194,161,309,1.48,0,0
101,1,338,206,863,2.78,0,0
181,0,169,66,184,1.02,0,0
97,2,319,301,765,2.34,0,1
279,0,136,114,1032,2.6,0,0
310,1,233,138,1009,0.97,1,0
220,0,195,134,917,3.28,0,3
251,2,158,78,975,0.55,0,0
67,1,369,55,1237,0.54,1,0
280,1,392,58,200,1.19,0,0
51,0,378,54,45,2.03,0,0
152,1,300,178,210,1.21,0,0
70,2,315,53,884,0.91,0,2
54,1,225,214,1096,1.53,0,0
301,1,201,124,741,2.5,0,0
263,1,152,79,1099,2.29,1,0
210,1,376,100,672,2.34,0,0
94,0,232,50,70,2.44,0,2
8,1,244,59,377,2.62,0,0
161,1,361,214,745,2.49,0,3
130,1,215,86,810,0.68,1,3
78,1,240,160,62,2.29,1,3
326,1,244,141,793,2.15,0,3
87,1,335,277,734,2.32,0,0
120,1,368,352,1183,1.95,0,0
131,0,258,139,931,1.25,0,2
298,0,190,180,1240,1.49,0,0
93,1,276,83,1034,0.88,0,3
57,1,352,175,399,1.96,0,0
150,0,263,212,620,2.72,0,0
57,1,149,57,773,2.55,0,0
220,2,144,107,343,1.86,1,0
39,0,371,123,1085,1.91,0,2
186,1,272,185,700,0.95,0,0
297,1,186,162,578,1.44,0,3
161,1,267,78,152,3.21,0,0
30,1,302,213,139,1.27,0,0
214,1,222,213,746,2.89,0,0
191,1,337,231,926,2.88,0,0
47,2,381,175,154,2.37,0,0
117,2,268,195,769,1.08,1,0
354,1,196,146,1258,1.91,0,0
332,2,146,87,262,0.6,0,0
202,1,147,126,943,1.86,0,1
189,2,201,83,66,0.91,0,0
337,2,226,50,1026,0.73,0,0
6,1,308,254,677,2.78,0,0
70,1,189,104,784,1.29,0,1
34,1,288,118,75,2.71,1,0
92,1,306,280,494,1.27,1,0
53,0,285,105,862,1.01,0,0
115,1,189,73,1213,1.56,1,0
284,1,279,174,513,3.04,1,0
62,1,149,72,793,2.12,0,1
154,2,240,92,828,1.79,0,2
54,1,263,248,514,2.0,0,0
215,0,205,62,955,3.02,1,0
312,1,278,255,139,2.19,1,0
256,1,214,97,949,3.38,0,0
156,1,233,207,952,2.38,0,0
113,1,263,62,451,0.76,1,2
119,1,206,59,925,2.34,0,3
247,0,252,237,569,1.96,0,0
108,0,111,89,1004,2.87,1,0
267,1,159,76,27,1.51,0,1
322,1,386,192,1095,3.26,1,2
39,1,157,78,751,0.88,0,3
342,2,103,78,174,2.34,0,2
33,1,107,65,306,1.97,0,0
156,1,132,123,791,2.57,0,0
343,1,217,86,471,2.24,0,0
251,1,138,51,1163,1.91,0,0
283,1,254,230,650,3.21,0,0
42,1,172,63,36,2.33,1,0
159,0,375,217,526,3.07,1,0
154,1,367,215,956,0.9,0,2
337,1,211,195,611,1.8,0,0
15,1,236,229,889,2.9,0,0
